sample_index,sample_path,target_index,target_label,secure_argmax_class_index,secure_argmax_label,secure_threshold_class_index,secure_threshold_label,prob_class_0,prob_class_1,confidence_margin
18,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00069.png,0,class_0,1,class_1,0,class_0,0.4968937039375305,0.5031063556671143,0.00621265172958374
19,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00072.png,0,class_0,0,class_0,0,class_0,0.6545279026031494,0.3454720675945282,0.3090558350086212
20,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00074.png,0,class_0,0,class_0,0,class_0,0.6260314583778381,0.37396854162216187,0.25206291675567627
21,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00081.png,0,class_0,0,class_0,0,class_0,0.6377845406532288,0.36221542954444885,0.2755691111087799
22,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00083.png,0,class_0,1,class_1,0,class_0,0.463433176279068,0.5365667939186096,0.07313361763954163
23,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00090.png,0,class_0,0,class_0,0,class_0,0.6380240321159363,0.3619759678840637,0.27604806423187256
24,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00093.png,0,class_0,1,class_1,1,class_1,0.3257814049720764,0.6742186546325684,0.34843724966049194
25,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00106.png,0,class_0,0,class_0,0,class_0,0.6456132531166077,0.35438668727874756,0.2912265658378601
26,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00114.png,0,class_0,1,class_1,1,class_1,0.33145973086357117,0.6685402989387512,0.33708056807518005
27,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00118.png,0,class_0,0,class_0,0,class_0,0.6175166368484497,0.3824833035469055,0.2350333333015442
28,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00124.png,0,class_0,0,class_0,0,class_0,0.6382787823677063,0.3617212176322937,0.2765575647354126
29,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00130.png,0,class_0,0,class_0,0,class_0,0.6281975507736206,0.37180253863334656,0.25639501214027405
30,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00131.png,0,class_0,0,class_0,0,class_0,0.6455511450767517,0.3544488549232483,0.2911022901535034
31,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00132.png,0,class_0,0,class_0,0,class_0,0.6449320316314697,0.35506799817085266,0.28986403346061707
32,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00135.png,0,class_0,0,class_0,0,class_0,0.632342517375946,0.3676574230194092,0.26468509435653687
33,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00147.png,0,class_0,1,class_1,1,class_1,0.3511742353439331,0.6488257050514221,0.297651469707489
34,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00151.png,0,class_0,1,class_1,0,class_0,0.43421509861946106,0.5657848715782166,0.1315697729587555
35,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00155.png,0,class_0,1,class_1,1,class_1,0.3774760067462921,0.6225240230560303,0.24504801630973816
36,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00157.png,0,class_0,0,class_0,0,class_0,0.5522825121879578,0.4477175176143646,0.10456499457359314
37,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00159.png,0,class_0,1,class_1,0,class_0,0.42543479800224304,0.5745651721954346,0.14913037419319153
38,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00164.png,0,class_0,0,class_0,0,class_0,0.6410911083221436,0.35890892148017883,0.2821821868419647
39,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00168.png,0,class_0,0,class_0,0,class_0,0.5341311097145081,0.46586883068084717,0.06826227903366089
40,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00171.png,0,class_0,0,class_0,0,class_0,0.6534485816955566,0.34655144810676575,0.3068971335887909
41,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00173.png,0,class_0,1,class_1,1,class_1,0.3295363783836365,0.6704636812210083,0.3409273028373718
42,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00174.png,0,class_0,0,class_0,0,class_0,0.5431364178657532,0.4568636119365692,0.08627280592918396
43,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00177.png,0,class_0,0,class_0,0,class_0,0.6575340628623962,0.34246590733528137,0.31506815552711487
44,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00185.png,0,class_0,0,class_0,0,class_0,0.612184464931488,0.38781559467315674,0.2243688702583313
45,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00189.png,0,class_0,0,class_0,0,class_0,0.6511620283126831,0.3488380014896393,0.3023240268230438
46,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00190.png,0,class_0,1,class_1,0,class_0,0.42644885182380676,0.5735511183738708,0.1471022665500641
47,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00192.png,0,class_0,0,class_0,0,class_0,0.6404471397399902,0.35955286026000977,0.28089427947998047
48,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00193.png,0,class_0,0,class_0,0,class_0,0.6317941546440125,0.36820584535598755,0.2635883092880249
49,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00198.png,0,class_0,0,class_0,0,class_0,0.6446129679679871,0.35538700222969055,0.2892259657382965
50,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00199.png,0,class_0,0,class_0,0,class_0,0.6502899527549744,0.3497101068496704,0.30057984590530396
51,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00201.png,0,class_0,1,class_1,0,class_0,0.39609187841415405,0.603908121585846,0.2078162431716919
52,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00202.png,0,class_0,0,class_0,0,class_0,0.6445944905281067,0.3554054796695709,0.28918901085853577
53,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00203.png,0,class_0,1,class_1,1,class_1,0.37136030197143555,0.6286396980285645,0.2572793960571289
54,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00204.png,0,class_0,0,class_0,0,class_0,0.5642544031143188,0.43574556708335876,0.12850883603096008
55,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00205.png,0,class_0,0,class_0,0,class_0,0.6529935002326965,0.34700652956962585,0.3059869706630707
56,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00210.png,0,class_0,1,class_1,1,class_1,0.3612760007381439,0.6387240290641785,0.27744802832603455
57,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00215.png,0,class_0,1,class_1,0,class_0,0.4900536835193634,0.509946346282959,0.01989266276359558
58,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00217.png,0,class_0,0,class_0,0,class_0,0.6368634104728699,0.3631366491317749,0.27372676134109497
59,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00219.png,0,class_0,0,class_0,0,class_0,0.6472961902618408,0.3527037799358368,0.29459241032600403
60,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00220.png,0,class_0,0,class_0,0,class_0,0.6602978110313416,0.33970218896865845,0.3205956220626831
61,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00223.png,0,class_0,1,class_1,1,class_1,0.33554700016975403,0.6644530296325684,0.32890602946281433
62,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00226.png,0,class_0,0,class_0,0,class_0,0.5053761601448059,0.4946238398551941,0.010752320289611816
63,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00227.png,0,class_0,0,class_0,0,class_0,0.6413133144378662,0.35868674516677856,0.28262656927108765
64,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00233.png,0,class_0,1,class_1,1,class_1,0.33337312936782837,0.6666268110275269,0.3332536816596985
65,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00235.png,0,class_0,0,class_0,0,class_0,0.6374028921127319,0.36259713768959045,0.2748057544231415
66,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00237.png,0,class_0,0,class_0,0,class_0,0.6547477841377258,0.345252126455307,0.3094956576824188
67,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00248.png,0,class_0,1,class_1,0,class_0,0.4298246502876282,0.5701753497123718,0.14035069942474365
68,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00251.png,0,class_0,1,class_1,1,class_1,0.3911946713924408,0.6088052988052368,0.21761062741279602
69,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00252.png,0,class_0,0,class_0,0,class_0,0.5560385584831238,0.443961501121521,0.11207705736160278
70,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00254.png,0,class_0,1,class_1,1,class_1,0.3472904562950134,0.6527096033096313,0.3054191470146179
71,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00259.png,0,class_0,0,class_0,0,class_0,0.618433952331543,0.3815660774707794,0.23686787486076355
72,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00281.png,0,class_0,1,class_1,0,class_0,0.40468624234199524,0.5953137874603271,0.1906275451183319
73,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00284.png,0,class_0,1,class_1,1,class_1,0.343947172164917,0.656052827835083,0.312105655670166
74,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00287.png,0,class_0,0,class_0,0,class_0,0.5615756511688232,0.438424289226532,0.12315136194229126
75,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00288.png,0,class_0,1,class_1,0,class_0,0.44313278794288635,0.5568671822547913,0.11373439431190491
76,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00293.png,0,class_0,0,class_0,0,class_0,0.6352546811103821,0.36474525928497314,0.27050942182540894
77,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00295.png,0,class_0,1,class_1,1,class_1,0.35391488671302795,0.6460850834846497,0.2921701967716217
78,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00296.png,0,class_0,0,class_0,0,class_0,0.6282114386558533,0.3717885911464691,0.25642284750938416
79,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00298.png,0,class_0,1,class_1,0,class_0,0.44658219814300537,0.5534178018569946,0.10683560371398926
80,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00299.png,0,class_0,0,class_0,0,class_0,0.5008012056350708,0.49919888377189636,0.0016023218631744385
81,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00311.png,0,class_0,1,class_1,1,class_1,0.3695048987865448,0.6304951310157776,0.2609902322292328
82,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00312.png,0,class_0,0,class_0,0,class_0,0.5763706564903259,0.4236293435096741,0.15274131298065186
83,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00326.png,0,class_0,0,class_0,0,class_0,0.6489375233650208,0.35106250643730164,0.2978750169277191
84,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00329.png,0,class_0,1,class_1,0,class_0,0.40348249673843384,0.5965175032615662,0.19303500652313232
85,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00334.png,0,class_0,0,class_0,0,class_0,0.6448459029197693,0.3551541566848755,0.2896917462348938
86,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00335.png,0,class_0,0,class_0,0,class_0,0.5933862328529358,0.4066137671470642,0.18677246570587158
87,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00336.png,0,class_0,1,class_1,0,class_0,0.4126942455768585,0.5873057842254639,0.17461153864860535
88,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00340.png,0,class_0,0,class_0,0,class_0,0.5035899877548218,0.4964100420475006,0.007179945707321167
89,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00349.png,0,class_0,0,class_0,0,class_0,0.6238189339637756,0.376181036233902,0.24763789772987366
90,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00353.png,0,class_0,1,class_1,0,class_0,0.4375765025615692,0.5624235272407532,0.12484702467918396
91,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00354.png,0,class_0,0,class_0,0,class_0,0.5984998941421509,0.4015001058578491,0.19699978828430176
92,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00358.png,0,class_0,0,class_0,0,class_0,0.6508931517601013,0.34910690784454346,0.30178624391555786
93,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00360.png,0,class_0,0,class_0,0,class_0,0.581680178642273,0.41831979155540466,0.1633603870868683
94,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00365.png,0,class_0,1,class_1,1,class_1,0.3424784541130066,0.6575214862823486,0.31504303216934204
95,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00366.png,0,class_0,0,class_0,0,class_0,0.5691316723823547,0.4308682680130005,0.13826340436935425
96,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00378.png,0,class_0,0,class_0,0,class_0,0.5618292093276978,0.438170850276947,0.12365835905075073
97,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00382.png,0,class_0,0,class_0,0,class_0,0.5893757343292236,0.410624235868454,0.17875149846076965
98,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00383.png,0,class_0,0,class_0,0,class_0,0.6078073382377625,0.39219263195991516,0.2156147062778473
99,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00388.png,0,class_0,0,class_0,0,class_0,0.6337764263153076,0.3662235140800476,0.26755291223526
100,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00392.png,0,class_0,1,class_1,0,class_0,0.42116472125053406,0.5788352489471436,0.1576705276966095
101,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00395.png,0,class_0,0,class_0,0,class_0,0.6377643346786499,0.3622356653213501,0.2755286693572998
102,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00403.png,0,class_0,0,class_0,0,class_0,0.6396642327308655,0.3603357970714569,0.27932843565940857
103,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00406.png,0,class_0,0,class_0,0,class_0,0.653029203414917,0.3469707667827606,0.30605843663215637
104,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00409.png,0,class_0,1,class_1,0,class_0,0.39587852358818054,0.6041214466094971,0.20824292302131653
105,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00411.png,0,class_0,0,class_0,0,class_0,0.6611430644989014,0.338856965303421,0.32228609919548035
106,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00416.png,0,class_0,1,class_1,1,class_1,0.3441982567310333,0.6558017730712891,0.31160351634025574
107,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00417.png,0,class_0,1,class_1,1,class_1,0.35755524039268494,0.6424447298049927,0.28488948941230774
108,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00420.png,0,class_0,0,class_0,0,class_0,0.6558350324630737,0.34416499733924866,0.3116700351238251
109,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00424.png,0,class_0,0,class_0,0,class_0,0.6467772722244263,0.35322269797325134,0.2935545742511749
110,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00429.png,0,class_0,1,class_1,1,class_1,0.34912267327308655,0.6508772969245911,0.3017546236515045
111,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00433.png,0,class_0,0,class_0,0,class_0,0.5723912715911865,0.4276086688041687,0.14478260278701782
112,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00437.png,0,class_0,1,class_1,1,class_1,0.352335125207901,0.6476649045944214,0.2953297793865204
113,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00438.png,0,class_0,0,class_0,0,class_0,0.5811255574226379,0.4188744127750397,0.16225114464759827
114,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00454.png,0,class_0,0,class_0,0,class_0,0.5954157114028931,0.40458425879478455,0.19083145260810852
115,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00455.png,0,class_0,0,class_0,0,class_0,0.5515570044517517,0.44844305515289307,0.10311394929885864
116,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00456.png,0,class_0,1,class_1,1,class_1,0.33242934942245483,0.6675705909729004,0.33514124155044556
117,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00459.png,0,class_0,0,class_0,0,class_0,0.6205627918243408,0.3794371485710144,0.24112564325332642
118,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00463.png,0,class_0,0,class_0,0,class_0,0.5966039896011353,0.40339601039886475,0.1932079792022705
119,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00471.png,0,class_0,0,class_0,0,class_0,0.6607992053031921,0.3392007648944855,0.32159844040870667
120,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00476.png,0,class_0,0,class_0,0,class_0,0.5605869889259338,0.43941304087638855,0.12117394804954529
121,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00478.png,0,class_0,0,class_0,0,class_0,0.6452782154083252,0.3547217547893524,0.2905564606189728
122,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00479.png,0,class_0,1,class_1,1,class_1,0.33912280201911926,0.6608771681785583,0.3217543661594391
123,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00483.png,0,class_0,0,class_0,0,class_0,0.6410692930221558,0.35893070697784424,0.2821385860443115
124,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00484.png,0,class_0,0,class_0,0,class_0,0.6386502385139465,0.36134976148605347,0.27730047702789307
125,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00490.png,0,class_0,0,class_0,0,class_0,0.5231928825378418,0.4768071174621582,0.046385765075683594
126,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00491.png,0,class_0,0,class_0,0,class_0,0.6304406523704529,0.36955931782722473,0.26088133454322815
127,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00496.png,0,class_0,0,class_0,0,class_0,0.6167078614234924,0.38329222798347473,0.2334156334400177
128,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00498.png,0,class_0,0,class_0,0,class_0,0.6459137201309204,0.3540862500667572,0.2918274700641632
129,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00500.png,0,class_0,0,class_0,0,class_0,0.6550005674362183,0.34499940276145935,0.3100011646747589
130,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00502.png,0,class_0,1,class_1,0,class_0,0.4959021210670471,0.5040978789329529,0.008195757865905762
131,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00505.png,0,class_0,0,class_0,0,class_0,0.6573752760887146,0.3426247835159302,0.3147504925727844
132,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00509.png,0,class_0,0,class_0,0,class_0,0.6230506300926208,0.37694936990737915,0.2461012601852417
133,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00519.png,0,class_0,0,class_0,0,class_0,0.5071729421615601,0.49282705783843994,0.014345884323120117
134,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00522.png,0,class_0,0,class_0,0,class_0,0.6105139255523682,0.38948604464530945,0.22102788090705872
135,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00000.png,1,class_1,1,class_1,1,class_1,0.30708733201026917,0.6929126977920532,0.38582536578178406
136,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00001.png,1,class_1,0,class_0,0,class_0,0.5160726308822632,0.48392730951309204,0.03214532136917114
137,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00002.png,1,class_1,1,class_1,1,class_1,0.31958848237991333,0.6804114580154419,0.36082297563552856
138,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00004.png,1,class_1,1,class_1,1,class_1,0.3222072124481201,0.6777928471565247,0.35558563470840454
139,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00005.png,1,class_1,1,class_1,1,class_1,0.33810558915138245,0.6618944406509399,0.3237888514995575
140,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00006.png,1,class_1,1,class_1,1,class_1,0.31816744804382324,0.6818325519561768,0.3636651039123535
141,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00008.png,1,class_1,1,class_1,1,class_1,0.3113820254802704,0.688618004322052,0.3772359788417816
142,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00009.png,1,class_1,0,class_0,0,class_0,0.6321889162063599,0.3678111135959625,0.26437780261039734
143,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00010.png,1,class_1,1,class_1,1,class_1,0.30763837695121765,0.6923616528511047,0.3847232758998871
144,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00012.png,1,class_1,1,class_1,1,class_1,0.3141741156578064,0.6858258843421936,0.3716517686843872
145,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00013.png,1,class_1,1,class_1,1,class_1,0.308214396238327,0.6917856335639954,0.38357123732566833
146,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00015.png,1,class_1,1,class_1,1,class_1,0.31989628076553345,0.6801037192344666,0.3602074384689331
147,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00016.png,1,class_1,1,class_1,1,class_1,0.3419816195964813,0.6580184102058411,0.31603679060935974
148,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00017.png,1,class_1,1,class_1,1,class_1,0.3190085291862488,0.680991530418396,0.3619830012321472
149,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00018.png,1,class_1,1,class_1,1,class_1,0.3139986991882324,0.6860013008117676,0.37200260162353516
150,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00019.png,1,class_1,1,class_1,1,class_1,0.3125936985015869,0.6874063014984131,0.37481260299682617
151,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00020.png,1,class_1,1,class_1,1,class_1,0.3264564871788025,0.6735434532165527,0.34708696603775024
152,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00021.png,1,class_1,1,class_1,1,class_1,0.3136405050754547,0.6863595247268677,0.37271901965141296
153,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00023.png,1,class_1,1,class_1,1,class_1,0.31136879324913025,0.6886312365531921,0.3772624433040619
154,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00024.png,1,class_1,1,class_1,1,class_1,0.3654577434062958,0.6345422267913818,0.26908448338508606
155,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00025.png,1,class_1,1,class_1,1,class_1,0.3218972384929657,0.6781028509140015,0.35620561242103577
156,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00026.png,1,class_1,1,class_1,1,class_1,0.33004891872406006,0.6699510812759399,0.3399021625518799
157,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00027.png,1,class_1,1,class_1,1,class_1,0.3079470098018646,0.692052960395813,0.38410595059394836
158,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00029.png,1,class_1,1,class_1,1,class_1,0.3183742165565491,0.6816257834434509,0.36325156688690186
159,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00032.png,1,class_1,1,class_1,1,class_1,0.31781139969825745,0.6821886301040649,0.3643772304058075
160,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00034.png,1,class_1,1,class_1,0,class_0,0.4048506021499634,0.5951494574546814,0.19029885530471802
161,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00036.png,1,class_1,1,class_1,1,class_1,0.301731675863266,0.6982682943344116,0.39653661847114563
162,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00039.png,1,class_1,1,class_1,1,class_1,0.3172823488712311,0.6827176809310913,0.36543533205986023
163,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00041.png,1,class_1,1,class_1,1,class_1,0.3092005252838135,0.6907995343208313,0.3815990090370178
164,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00042.png,1,class_1,1,class_1,1,class_1,0.3073418438434601,0.6926581859588623,0.3853163421154022
165,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00043.png,1,class_1,1,class_1,1,class_1,0.31342563033103943,0.6865743398666382,0.37314870953559875
166,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00044.png,1,class_1,1,class_1,1,class_1,0.3164912164211273,0.6835087537765503,0.367017537355423
167,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00047.png,1,class_1,1,class_1,1,class_1,0.32686683535575867,0.673133134841919,0.3462662994861603
168,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00048.png,1,class_1,1,class_1,1,class_1,0.3178773820400238,0.6821226477622986,0.3642452657222748
169,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00050.png,1,class_1,1,class_1,1,class_1,0.36399757862091064,0.6360024213790894,0.2720048427581787
170,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00051.png,1,class_1,1,class_1,1,class_1,0.3110642433166504,0.6889356970787048,0.37787145376205444
