sample_index,sample_path,target,plaintext_logit_0,plaintext_logit_1,secure_logit_0,secure_logit_1,plaintext_prob_0,plaintext_prob_1,secure_prob_0,secure_prob_1,logit_0_abs_diff,logit_1_abs_diff,prob_0_abs_diff,prob_1_abs_diff,plaintext_argmax,secure_argmax,plaintext_threshold_pred,secure_threshold_pred
57,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00215.png,0,-0.25900524854660034,0.46673518419265747,-0.25900524854660034,0.46673518419265747,0.3261301517486572,0.6738698482513428,0.3261301517486572,0.6738698482513428,0.0,0.0,0.0,0.0,1,1,1,1
58,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00217.png,0,-0.04228132218122482,0.2830016016960144,-0.04228132218122482,0.2830016016960144,0.4193888008594513,0.5806112289428711,0.4193888008594513,0.5806112289428711,0.0,0.0,0.0,0.0,1,1,1,1
59,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00219.png,0,-0.1062074527144432,0.3354305028915405,-0.1062074527144432,0.3354305028915405,0.39135074615478516,0.6086492538452148,0.39135074615478516,0.6086492538452148,0.0,0.0,0.0,0.0,1,1,1,1
60,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00220.png,0,-0.03710450604557991,0.2654091417789459,-0.03710450604557991,0.2654091417789459,0.42494311928749084,0.5750569105148315,0.42494311928749084,0.5750569105148315,0.0,0.0,0.0,0.0,1,1,1,1
61,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00223.png,0,-0.37959691882133484,0.573363184928894,-0.37959691882133484,0.573363184928894,0.27828991413116455,0.7217100858688354,0.27828991413116455,0.7217100858688354,0.0,0.0,0.0,0.0,1,1,1,1
62,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00226.png,0,-0.07027504593133926,0.319206178188324,-0.07027504593133926,0.319206178188324,0.40384218096733093,0.5961577892303467,0.40384218096733093,0.5961577892303467,0.0,0.0,0.0,0.0,1,1,1,1
63,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00227.png,0,0.07956641167402267,0.19306974112987518,0.07956641167402267,0.19306974112987518,0.47165459394454956,0.5283454060554504,0.47165459394454956,0.5283454060554504,0.0,0.0,0.0,0.0,1,1,1,1
64,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00233.png,0,-0.0729300007224083,0.32804062962532043,-0.0729300007224083,0.32804062962532043,0.4010791480541229,0.5989208221435547,0.4010791480541229,0.5989208221435547,0.0,0.0,0.0,0.0,1,1,1,1
65,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00235.png,0,-0.0431332141160965,0.29520002007484436,-0.0431332141160965,0.29520002007484436,0.41621437668800354,0.5837855935096741,0.41621437668800354,0.5837855935096741,0.0,0.0,0.0,0.0,1,1,1,1
66,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00237.png,0,-0.025268174707889557,0.26964712142944336,-0.025268174707889557,0.26964712142944336,0.4268009662628174,0.5731990337371826,0.4268009662628174,0.5731990337371826,0.0,0.0,0.0,0.0,1,1,1,1
67,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00248.png,0,-0.1122610867023468,0.34575745463371277,-0.1122610867023468,0.34575745463371277,0.3874560296535492,0.612544059753418,0.3874560296535492,0.612544059753418,0.0,0.0,0.0,0.0,1,1,1,1
68,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00251.png,0,-0.0661587119102478,0.3205242455005646,-0.0661587119102478,0.3205242455005646,0.4045160412788391,0.5954838991165161,0.4045160412788391,0.5954838991165161,0.0,0.0,0.0,0.0,1,1,1,1
69,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00252.png,0,-0.07718246430158615,0.3218091130256653,-0.07718246430158615,0.3218091130256653,0.4015546143054962,0.5984452962875366,0.4015546143054962,0.5984452962875366,0.0,0.0,0.0,0.0,1,1,1,1
70,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00254.png,0,-0.10441029816865921,0.35221433639526367,-0.10441029816865921,0.35221433639526367,0.387786865234375,0.612213134765625,0.387786865234375,0.612213134765625,0.0,0.0,0.0,0.0,1,1,1,1
71,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00259.png,0,-0.054184433072805405,0.29817697405815125,-0.054184433072805405,0.29817697405815125,0.41280990839004517,0.5871900916099548,0.41280990839004517,0.5871900916099548,0.0,0.0,0.0,0.0,1,1,1,1
72,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00281.png,0,-0.009667146019637585,0.2709955871105194,-0.009667146019637585,0.2709955871105194,0.4302912950515747,0.5697087049484253,0.4302912950515747,0.5697087049484253,0.0,0.0,0.0,0.0,1,1,1,1
73,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00284.png,0,-0.15658386051654816,0.3967401087284088,-0.15658386051654816,0.3967401087284088,0.36509355902671814,0.6349064111709595,0.36509355902671814,0.6349064111709595,0.0,0.0,0.0,0.0,1,1,1,1
74,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00287.png,0,-0.10648196935653687,0.34458860754966736,-0.10648196935653687,0.34458860754966736,0.38910624384880066,0.610893726348877,0.38910624384880066,0.610893726348877,0.0,0.0,0.0,0.0,1,1,1,1
75,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00288.png,0,-0.08997472375631332,0.33125945925712585,-0.08997472375631332,0.33125945925712585,0.39622145891189575,0.6037785410881042,0.39622145891189575,0.6037785410881042,0.0,0.0,0.0,0.0,1,1,1,1
76,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00293.png,0,-0.04322429746389389,0.28942880034446716,-0.04322429746389389,0.28942880034446716,0.4175952076911926,0.5824047923088074,0.4175952076911926,0.5824047923088074,0.0,0.0,0.0,0.0,1,1,1,1
77,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00295.png,0,0.026832647621631622,0.2461114376783371,0.026832647621631622,0.2461114376783371,0.4453989267349243,0.5546011328697205,0.4453989267349243,0.5546011328697205,0.0,0.0,0.0,0.0,1,1,1,1
78,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00296.png,0,0.049088381230831146,0.22122222185134888,0.049088381230831146,0.22122222185134888,0.4570724666118622,0.5429275035858154,0.4570724666118622,0.5429275035858154,0.0,0.0,0.0,0.0,1,1,1,1
79,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00298.png,0,-0.029804639518260956,0.2863525152206421,-0.029804639518260956,0.2863525152206421,0.42161256074905396,0.578387439250946,0.42161256074905396,0.578387439250946,0.0,0.0,0.0,0.0,1,1,1,1
80,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00299.png,0,-0.14379149675369263,0.37392982840538025,-0.14379149675369263,0.37392982840538025,0.3733852207660675,0.6266148090362549,0.3733852207660675,0.6266148090362549,0.0,0.0,0.0,0.0,1,1,1,1
81,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00311.png,0,-0.2872883081436157,0.5025871992111206,-0.2872883081436157,0.5025871992111206,0.31219539046287537,0.6878045797348022,0.31219539046287537,0.6878045797348022,0.0,0.0,0.0,0.0,1,1,1,1
82,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00312.png,0,-0.10863614827394485,0.3443380892276764,-0.10863614827394485,0.3443380892276764,0.38865381479263306,0.6113461256027222,0.38865381479263306,0.6113461256027222,0.0,0.0,0.0,0.0,1,1,1,1
83,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00326.png,0,0.036592282354831696,0.22332488000392914,0.036592282354831696,0.22332488000392914,0.4534519910812378,0.5465479493141174,0.4534519910812378,0.5465479493141174,0.0,0.0,0.0,0.0,1,1,1,1
84,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00329.png,0,-0.15803863108158112,0.3873308598995209,-0.15803863108158112,0.3873308598995209,0.36693939566612244,0.6330606341362,0.36693939566612244,0.6330606341362,0.0,0.0,0.0,0.0,1,1,1,1
85,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00334.png,0,-0.08411713689565659,0.3237806558609009,-0.08411713689565659,0.3237806558609009,0.3994162976741791,0.6005837321281433,0.3994162976741791,0.6005837321281433,0.0,0.0,0.0,0.0,1,1,1,1
86,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00335.png,0,0.025366034358739853,0.2341345101594925,0.025366034358739853,0.2341345101594925,0.4479966163635254,0.5520033836364746,0.4479966163635254,0.5520033836364746,0.0,0.0,0.0,0.0,1,1,1,1
87,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00336.png,0,0.01795077882707119,0.2518913149833679,0.01795077882707119,0.2518913149833679,0.441780149936676,0.558219850063324,0.441780149936676,0.558219850063324,0.0,0.0,0.0,0.0,1,1,1,1
88,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00340.png,0,-0.1144370511174202,0.3517287075519562,-0.1144370511174202,0.3517287075519562,0.3855241537094116,0.6144758462905884,0.3855241537094116,0.6144758462905884,0.0,0.0,0.0,0.0,1,1,1,1
89,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00349.png,0,0.11977639049291611,0.16143780946731567,0.11977639049291611,0.16143780946731567,0.4895861744880676,0.5104138851165771,0.4895861744880676,0.5104138851165771,0.0,0.0,0.0,0.0,1,1,1,1
90,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00353.png,0,-0.132299542427063,0.3657572567462921,-0.132299542427063,0.3657572567462921,0.3779974579811096,0.6220026016235352,0.3779974579811096,0.6220026016235352,0.0,0.0,0.0,0.0,1,1,1,1
91,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00354.png,0,0.023537451401352882,0.23923452198505402,0.023537451401352882,0.23923452198505402,0.44628381729125977,0.5537161231040955,0.44628381729125977,0.5537161231040955,0.0,0.0,0.0,0.0,1,1,1,1
92,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00358.png,0,0.0986386090517044,0.17452719807624817,0.0986386090517044,0.17452719807624817,0.4810369312763214,0.5189630389213562,0.4810369312763214,0.5189630389213562,0.0,0.0,0.0,0.0,1,1,1,1
93,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00360.png,0,-0.02623457834124565,0.2779447138309479,-0.02623457834124565,0.2779447138309479,0.4245361387729645,0.5754638314247131,0.4245361387729645,0.5754638314247131,0.0,0.0,0.0,0.0,1,1,1,1
94,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00365.png,0,-0.11445317417383194,0.35740789771080017,-0.11445317417383194,0.35740789771080017,0.3841758668422699,0.6158241629600525,0.3841758668422699,0.6158241629600525,0.0,0.0,0.0,0.0,1,1,1,1
95,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00366.png,0,-0.17160849273204803,0.39195340871810913,-0.17160849273204803,0.39195340871810913,0.362723708152771,0.637276291847229,0.362723708152771,0.637276291847229,0.0,0.0,0.0,0.0,1,1,1,1
96,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00378.png,0,-0.03812801465392113,0.2921006679534912,-0.03812801465392113,0.2921006679534912,0.4181849956512451,0.5818150639533997,0.4181849956512451,0.5818150639533997,0.0,0.0,0.0,0.0,1,1,1,1
97,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00382.png,0,-0.07978486269712448,0.31990987062454224,-0.07978486269712448,0.31990987062454224,0.40138569474220276,0.5986143350601196,0.40138569474220276,0.5986143350601196,0.0,0.0,0.0,0.0,1,1,1,1
98,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00383.png,0,-0.05139428377151489,0.2946855425834656,-0.05139428377151489,0.2946855425834656,0.41433337330818176,0.5856666564941406,0.41433337330818176,0.5856666564941406,0.0,0.0,0.0,0.0,1,1,1,1
99,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00388.png,0,0.0160349253565073,0.24357344210147858,0.0160349253565073,0.24357344210147858,0.44335952401161194,0.5566404461860657,0.44335952401161194,0.5566404461860657,0.0,0.0,0.0,0.0,1,1,1,1
100,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00392.png,0,-0.05434253066778183,0.308274507522583,-0.05434253066778183,0.308274507522583,0.410326212644577,0.5896738171577454,0.410326212644577,0.5896738171577454,0.0,0.0,0.0,0.0,1,1,1,1
