index,sample_id,target,logit_0,logit_1,prob_1,argmax_prediction,threshold_prediction,calibrated_argmax_prediction
45,sample_000045,0,0.7435729503631592,-0.394538551568985,0.24266725778579712,0,0,0
46,sample_000046,0,0.38869011402130127,-0.08323495090007782,0.38416072726249695,0,1,1
47,sample_000047,0,0.7409095764160156,-0.3753507137298584,0.24670563638210297,0,0,0
48,sample_000048,0,0.6818720102310181,-0.32118919491767883,0.26833996176719666,0,0,0
49,sample_000049,0,0.7700914144515991,-0.4054255485534668,0.2358592301607132,0,0,0
50,sample_000050,0,0.6607308387756348,-0.315187931060791,0.27370235323905945,0,0,0
51,sample_000051,0,0.4615461230278015,-0.13322070240974426,0.355541855096817,0,0,0
52,sample_000052,0,0.6716277599334717,-0.3235805332660675,0.2698845863342285,0,0,0
53,sample_000053,0,0.341222882270813,-0.031741026788949966,0.4078249931335449,0,1,1
54,sample_000054,0,0.5221020579338074,-0.1858793944120407,0.33004501461982727,0,0,0
55,sample_000055,0,0.6509014964103699,-0.3161791265010834,0.275462806224823,0,0,0
56,sample_000056,0,0.18476378917694092,0.09806615114212036,0.47833916544914246,0,1,1
57,sample_000057,0,0.3663453757762909,-0.058602236211299896,0.3953334391117096,0,1,1
58,sample_000058,0,0.6488590836524963,-0.31091004610061646,0.2769244313240051,0,0,0
59,sample_000059,0,0.617826521396637,-0.28288838267326355,0.2889036238193512,0,0,0
60,sample_000060,0,0.7412129640579224,-0.4184046685695648,0.23873676359653473,0,0,0
61,sample_000061,0,0.2113075852394104,0.07105295360088348,0.4649937152862549,0,1,1
62,sample_000062,0,0.511217474937439,-0.17025916278362274,0.33593183755874634,0,0,0
63,sample_000063,0,0.7393054366111755,-0.37585559487342834,0.246909961104393,0,0,0
64,sample_000064,0,0.4662391245365143,-0.12534938752651215,0.356270432472229,0,0,0
65,sample_000065,0,0.6358093023300171,-0.2844492793083191,0.28490519523620605,0,0,0
66,sample_000066,0,0.705690324306488,-0.35997456312179565,0.25622835755348206,0,0,0
67,sample_000067,0,0.577254056930542,-0.23860624432563782,0.30664312839508057,0,0,0
68,sample_000068,0,0.5258757472038269,-0.17899885773658752,0.3307323455810547,0,0,0
69,sample_000069,0,0.5309949517250061,-0.19212186336517334,0.32670700550079346,0,0,0
70,sample_000070,0,0.4220150411128998,-0.0893164575099945,0.37488144636154175,0,1,1
71,sample_000071,0,0.6081114411354065,-0.2654508948326111,0.2945135831832886,0,0,0
72,sample_000072,0,0.5995138883590698,-0.24585598707199097,0.30040502548217773,0,0,0
73,sample_000073,0,0.3696625232696533,-0.041017431765794754,0.39874905347824097,0,1,1
74,sample_000074,0,0.5099961161613464,-0.17471513152122498,0.3352106511592865,0,0,0
75,sample_000075,0,0.5366827249526978,-0.1987614929676056,0.32400116324424744,0,0,0
76,sample_000076,0,0.6284872889518738,-0.28375235199928284,0.28654175996780396,0,0,0
77,sample_000077,0,0.5957287549972534,-0.23861630260944366,0.3027271032333374,0,0,0
78,sample_000078,0,0.6675800085067749,-0.30879536271095276,0.27361157536506653,0,0,0
79,sample_000079,0,0.5919292569160461,-0.2415708750486374,0.30290549993515015,0,0,0
80,sample_000080,0,0.4951304495334625,-0.16336829960346222,0.34107694029808044,0,0,0
81,sample_000081,0,0.19401311874389648,0.09918239712715149,0.4763100743293762,0,1,1
82,sample_000082,0,0.5701351761817932,-0.230730339884758,0.3098403811454773,0,0,0
83,sample_000083,0,0.7216347455978394,-0.3684134781360626,0.2516092360019684,0,0,0
84,sample_000084,0,0.46712350845336914,-0.13828183710575104,0.3531080484390259,0,0,0
85,sample_000085,0,0.6203702688217163,-0.2767510712146759,0.28964242339134216,0,0,0
86,sample_000086,0,0.6952775716781616,-0.34113720059394836,0.2618423402309418,0,0,0
87,sample_000087,0,0.5824078321456909,-0.230567067861557,0.30725690722465515,0,0,0
88,sample_000088,0,0.48590323328971863,-0.1548754721879959,0.3450705409049988,0,0,0
89,sample_000089,0,0.7603261470794678,-0.39410266280174255,0.23968105018138885,0,0,0
90,sample_000090,0,0.4801388680934906,-0.1491568386554718,0.3476702570915222,0,0,0
91,sample_000091,0,0.6290566325187683,-0.2792918086051941,0.28733792901039124,0,0,0
92,sample_000092,0,0.7416293621063232,-0.3872253894805908,0.24437251687049866,0,0,0
93,sample_000093,0,0.6550410985946655,-0.3042859137058258,0.2770129442214966,0,0,0
94,sample_000094,0,0.4200875461101532,-0.09192169457674026,0.37472259998321533,0,1,1
95,sample_000095,0,0.47862955927848816,-0.15520641207695007,0.3466412425041199,0,0,0
96,sample_000096,0,0.6225804090499878,-0.27003908157348633,0.290569543838501,0,0,0
97,sample_000097,0,0.6285996437072754,-0.28285542130470276,0.2867022156715393,0,0,0
98,sample_000098,0,0.6227754950523376,-0.28015774488449097,0.2884480953216553,0,0,0
99,sample_000099,0,0.6750926375389099,-0.3247205317020416,0.26897814869880676,0,0,0
100,sample_000100,0,0.5479501485824585,-0.20132260024547577,0.3209797739982605,0,0,0
101,sample_000101,0,0.6079421043395996,-0.2563944160938263,0.29643410444259644,0,0,0
102,sample_000102,0,0.632347822189331,-0.29177120327949524,0.2841193974018097,0,0,0
103,sample_000103,0,0.7175800204277039,-0.3742181658744812,0.2512798011302948,0,0,0
104,sample_000104,0,0.4346780478954315,-0.10910593718290329,0.36730778217315674,0,1,1
105,sample_000105,0,0.7663692831993103,-0.41796258091926575,0.23427420854568481,0,0,0
106,sample_000106,0,0.5087213516235352,-0.1600327491760254,0.3387758731842041,0,0,0
107,sample_000107,0,0.4285376965999603,-0.08780606091022491,0.3737075626850128,0,1,1
108,sample_000108,0,0.7760303020477295,-0.413420706987381,0.23335714638233185,0,0,0
109,sample_000109,0,0.7386488914489746,-0.37680086493492126,0.24685627222061157,0,0,0
110,sample_000110,0,0.5309237837791443,-0.17788459360599518,0.32986220717430115,0,0,0
111,sample_000111,0,0.6125798225402832,-0.26784461736679077,0.2930898070335388,0,0,0
112,sample_000112,0,0.5174771547317505,-0.17796573042869568,0.33282336592674255,0,0,0
113,sample_000113,0,0.565401017665863,-0.22231332957744598,0.3126596510410309,0,0,0
114,sample_000114,0,0.5671516060829163,-0.23063445091247559,0.31049931049346924,0,0,0
115,sample_000115,0,0.624941885471344,-0.2685225009918213,0.29039543867111206,0,0,0
116,sample_000116,0,0.44803574681282043,-0.1099768653512001,0.3640074133872986,0,1,1
117,sample_000117,0,0.4725637435913086,-0.14703676104545593,0.34987232089042664,0,0,0
118,sample_000118,0,0.6027658581733704,-0.25825610756874084,0.2971258759498596,0,0,0
119,sample_000119,0,0.7894554734230042,-0.43164125084877014,0.2277434915304184,0,0,0
120,sample_000120,0,0.5533468127250671,-0.2161889225244522,0.31657952070236206,0,0,0
121,sample_000121,0,0.7315144538879395,-0.3681704103946686,0.2497989535331726,0,0,0
122,sample_000122,0,0.48856568336486816,-0.14847125113010406,0.34591665863990784,0,0,0
123,sample_000123,0,0.6687650084495544,-0.3166036009788513,0.2718278169631958,0,0,0
124,sample_000124,0,0.5003231763839722,-0.17572021484375,0.3371449410915375,0,0,0
125,sample_000125,0,0.33883804082870483,-0.029647035524249077,0.4089071452617645,0,1,1
126,sample_000126,0,0.6589372158050537,-0.31587710976600647,0.2739219665527344,0,0,0
127,sample_000127,0,0.557374894618988,-0.21672546863555908,0.31559276580810547,0,0,0
128,sample_000128,0,0.6820766925811768,-0.33191588521003723,0.2661992013454437,0,0,0
129,sample_000129,0,0.7314304709434509,-0.38498592376708984,0.24667662382125854,0,0,0
130,sample_000130,0,0.6217700839042664,-0.26795515418052673,0.2911665439605713,0,0,0
131,sample_000131,0,0.71858811378479,-0.37035590410232544,0.2518171966075897,0,0,0
132,sample_000132,0,0.5290583968162537,-0.2090880423784256,0.3234095871448517,0,0,0
133,sample_000133,0,0.5843929648399353,-0.24098002910614014,0.3046243190765381,0,0,0
134,sample_000134,0,0.7207907438278198,-0.36178287863731384,0.2530192732810974,0,0,0
135,sample_000135,1,-0.4061793386936188,0.5922468304634094,0.7307490110397339,1,1,1
136,sample_000136,1,0.39640817046165466,-0.09176017343997955,0.3803251385688782,0,1,1
137,sample_000137,1,-0.029282134026288986,0.2740336060523987,0.575252890586853,1,1,1
138,sample_000138,1,0.1722816526889801,0.10753436386585236,0.48381882905960083,0,1,1
139,sample_000139,1,0.17885513603687286,0.09979315102100372,0.48024481534957886,0,1,1
140,sample_000140,1,0.07893280684947968,0.19038893282413483,0.5278351902961731,1,1,1
141,sample_000141,1,-0.2484259307384491,0.4636639356613159,0.6708627939224243,1,1,1
142,sample_000142,1,0.6959087252616882,-0.35451585054397583,0.259143590927124,0,0,0
143,sample_000143,1,-0.3326033353805542,0.5303082466125488,0.7032686471939087,1,1,1
144,sample_000144,1,-0.09946176409721375,0.3406977355480194,0.6082969903945923,1,1,1
145,sample_000145,1,-0.36588504910469055,0.5566596984863281,0.7155603170394897,1,1,1
146,sample_000146,1,-0.04477570950984955,0.29764020442962646,0.5847772359848022,1,1,1
147,sample_000147,1,0.3069249093532562,0.011690945364534855,0.42672303318977356,0,1,1
148,sample_000148,1,0.04132957383990288,0.22587980329990387,0.5460070967674255,1,1,1
149,sample_000149,1,-0.20976927876472473,0.42716386914253235,0.6540598273277283,1,1,1
150,sample_000150,1,-0.19735649228096008,0.42207664251327515,0.6500896215438843,1,1,1
151,sample_000151,1,0.14564679563045502,0.12644731998443604,0.4952002763748169,0,1,1
152,sample_000152,1,-0.22213409841060638,0.44323259592056274,0.660464882850647,1,1,1
153,sample_000153,1,-0.15025535225868225,0.3862246870994568,0.6309931874275208,1,1,1
154,sample_000154,1,0.4060862958431244,-0.07649252563714981,0.3816433548927307,0,1,1
155,sample_000155,1,0.21465905010700226,0.08351240307092667,0.4672602713108063,0,1,1
156,sample_000156,1,-0.04857819899916649,0.3004727065563202,0.5863873958587646,1,1,1
157,sample_000157,1,-0.36901819705963135,0.5599051713943481,0.7168567776679993,1,1,1
158,sample_000158,1,0.07945368438959122,0.19803990423679352,0.5296118855476379,1,1,1
159,sample_000159,1,0.1601356714963913,0.12553055584430695,0.49134957790374756,0,1,1
160,sample_000160,1,0.12295551598072052,0.14918719232082367,0.5065575242042542,1,1,1
161,sample_000161,1,-0.514823853969574,0.6981720924377441,0.7708286046981812,1,1,1
162,sample_000162,1,-0.045551978051662445,0.2876106798648834,0.5825287103652954,1,1,1
163,sample_000163,1,-0.30704694986343384,0.5079809427261353,0.6931799054145813,1,1,1
164,sample_000164,1,-0.3583531677722931,0.5547084808349609,0.7136262655258179,1,1,1
165,sample_000165,1,-0.25706395506858826,0.4633811116218567,0.6727049946784973,1,1,1
166,sample_000166,1,-0.08073931187391281,0.3256623446941376,0.6002247333526611,1,1,1
167,sample_000167,1,0.04801008850336075,0.21516449749469757,0.5416915416717529,1,1,1
168,sample_000168,1,-0.06676682829856873,0.3092985153198242,0.5929237604141235,1,1,1
169,sample_000169,1,0.44042932987213135,-0.10265305638313293,0.3674708306789398,0,1,1
170,sample_000170,1,-0.19358597695827484,0.4200543165206909,0.6487707495689392,1,1,1
171,sample_000171,1,0.25027039647102356,0.04714230075478554,0.4493918716907501,0,1,1
172,sample_000172,1,0.0991678461432457,0.18206273019313812,0.5207118988037109,1,1,1
173,sample_000173,1,0.2961667776107788,0.004236077889800072,0.42753127217292786,0,1,1
174,sample_000174,1,-0.5089749693870544,0.6884586811065674,0.7680679559707642,1,1,1
175,sample_000175,1,-0.1669580191373825,0.39424189925193787,0.6367301344871521,1,1,1
176,sample_000176,1,0.309358149766922,0.010889288038015366,0.425931841135025,0,1,1
177,sample_000177,1,-0.29374930262565613,0.5085384249687195,0.6904636025428772,1,1,1
178,sample_000178,1,-0.23897530138492584,0.44585952162742615,0.6648169159889221,1,1,1
179,sample_000179,1,0.19951488077640533,0.09151600301265717,0.4730265140533447,0,1,1
180,sample_000180,1,-0.26646241545677185,0.48585018515586853,0.6796823740005493,1,1,1
181,sample_000181,1,-0.38959717750549316,0.5767655968666077,0.7243939638137817,1,1,1
182,sample_000182,1,0.2591249644756317,0.054432861506938934,0.4490048587322235,0,1,1
183,sample_000183,1,-0.1779753565788269,0.4106332063674927,0.6430458426475525,1,1,1
184,sample_000184,1,-0.13538409769535065,0.3712024390697479,0.6240059733390808,1,1,1
185,sample_000185,1,-0.07199285179376602,0.31660911440849304,0.5959461331367493,1,1,1
186,sample_000186,1,0.1396644413471222,0.132417693734169,0.498188316822052,0,1,1
187,sample_000187,1,-0.0059865303337574005,0.24784448742866516,0.5631192326545715,1,1,1
188,sample_000188,1,0.1794600486755371,0.11442656069993973,0.48374736309051514,0,1,1
189,sample_000189,1,-0.32695820927619934,0.5282154679298401,0.7016513347625732,1,1,1
190,sample_000190,1,0.012431493028998375,0.24334490299224854,0.5574731826782227,1,1,1
191,sample_000191,1,0.20960575342178345,0.08757524937391281,0.4695301651954651,0,1,1
192,sample_000192,1,-0.2667522728443146,0.4821091890335083,0.6789305806159973,1,1,1
193,sample_000193,1,-0.29196807742118835,0.4929072856903076,0.686729907989502,1,1,1
194,sample_000194,1,-0.5587795376777649,0.7435956597328186,0.786234438419342,1,1,1
195,sample_000195,1,-0.10691399872303009,0.34833982586860657,0.6118876934051514,1,1,1
196,sample_000196,1,0.5397424697875977,-0.20696884393692017,0.3215382993221283,0,0,0
197,sample_000197,1,-0.154326930642128,0.3816364109516144,0.6308728456497192,1,1,1
198,sample_000198,1,0.09858100116252899,0.1803542822599411,0.5204319357872009,1,1,1
199,sample_000199,1,0.2199152559041977,0.08035217970609665,0.46516576409339905,0,1,1
200,sample_000200,1,-0.2946939766407013,0.49265316128730774,0.6872614622116089,1,1,1
201,sample_000201,1,-0.23679347336292267,0.45462289452552795,0.6662819385528564,1,1,1
202,sample_000202,1,-0.3222881853580475,0.5212100148200989,0.6992014646530151,1,1,1
203,sample_000203,1,-0.16794908046722412,0.4025322198867798,0.6388742327690125,1,1,1
204,sample_000204,1,-0.5146006941795349,0.7014883756637573,0.771374523639679,1,1,1
205,sample_000205,1,-0.2569660246372223,0.4679740369319916,0.6736939549446106,1,1,1
206,sample_000206,1,0.5649101734161377,-0.2430126667022705,0.30833330750465393,0,0,0
207,sample_000207,1,0.2968110144138336,0.01745036616921425,0.4306105077266693,0,1,1
208,sample_000208,1,-0.28424733877182007,0.4918944835662842,0.6848480105400085,1,1,1
209,sample_000209,1,-0.4620075821876526,0.6496186852455139,0.7524321675300598,1,1,1
210,sample_000210,1,-0.4029165506362915,0.5921573638916016,0.7300889492034912,1,1,1
211,sample_000211,1,-0.1730688065290451,0.4016067385673523,0.6398413181304932,1,1,1
212,sample_000212,1,-0.2905671000480652,0.4887579381465912,0.6855345964431763,1,1,1
213,sample_000213,1,0.057127419859170914,0.21274124085903168,0.5388251543045044,1,1,1
214,sample_000214,1,-0.09875205159187317,0.3382538855075836,0.6075453758239746,1,1,1
215,sample_000215,1,-0.3076322674751282,0.5116713643074036,0.6940885186195374,1,1,1
216,sample_000216,1,-0.04626288637518883,0.2920926511287689,0.5837910175323486,1,1,1
217,sample_000217,1,-0.032077107578516006,0.27630892395973206,0.5764912366867065,1,1,1
218,sample_000218,1,0.012285520322620869,0.24482806026935577,0.5578750967979431,1,1,1
219,sample_000219,1,0.1949145793914795,0.10771795362234116,0.47821468114852905,0,1,1
220,sample_000220,1,-0.03395150229334831,0.29150357842445374,0.5806531310081482,1,1,1
221,sample_000221,1,-0.011265533044934273,0.2567519545555115,0.5666061639785767,1,1,1
222,sample_000222,1,-0.07933621853590012,0.3257511258125305,0.5999093651771545,1,1,1
223,sample_000223,1,0.49192941188812256,-0.15559698641300201,0.34354716539382935,0,0,0
224,sample_000224,1,0.21162426471710205,0.0930258110165596,0.4703851342201233,0,1,1
225,sample_000225,1,0.29402247071266174,0.017700793221592903,0.4313558042049408,0,1,1
226,sample_000226,1,-0.26942214369773865,0.4822336435317993,0.6795393824577332,1,1,1
227,sample_000227,1,0.16111363470554352,0.11828664690256119,0.4892948865890503,0,1,1
228,sample_000228,1,0.042659174650907516,0.23121480643749237,0.5469997525215149,1,1,1
229,sample_000229,1,0.110142782330513,0.15172997117042542,0.5103952884674072,1,1,1
230,sample_000230,1,-0.2640655040740967,0.47862181067466736,0.6775832772254944,1,1,1
231,sample_000231,1,0.12073425203561783,0.15398095548152924,0.5083109140396118,1,1,1
232,sample_000232,1,-0.0651835948228836,0.31128501892089844,0.5930210947990417,1,1,1
233,sample_000233,1,-0.532649576663971,0.7122481465339661,0.7764154076576233,1,1,1
234,sample_000234,1,-0.08873694390058517,0.33939868211746216,0.6054283976554871,1,1,1
235,sample_000235,1,-0.37043100595474243,0.5628019571304321,0.717730700969696,1,1,1
236,sample_000236,1,-0.19989117980003357,0.4145068824291229,0.6489433646202087,1,1,1
237,sample_000237,1,0.12558194994926453,0.15474754571914673,0.5072908997535706,1,1,1
238,sample_000238,1,0.22438588738441467,0.07735142856836319,0.4633074700832367,0,1,1
239,sample_000239,1,0.4077796936035156,-0.09650279581546783,0.3765347898006439,0,1,1
240,sample_000240,1,0.26843738555908203,0.03295312821865082,0.441399484872818,0,1,1
241,sample_000241,1,-0.24124206602573395,0.45873522758483887,0.6681827306747437,1,1,1
242,sample_000242,1,-0.279257595539093,0.49442532658576965,0.6843170523643494,1,1,1
243,sample_000243,1,-0.4323330521583557,0.6186572909355164,0.7409650087356567,1,1,1
244,sample_000244,1,0.2959950566291809,0.014653296209871769,0.4301248788833618,0,1,1
245,sample_000245,1,0.40632590651512146,-0.0985279232263565,0.3764006495475769,0,1,1
246,sample_000246,1,0.15984247624874115,0.12898197770118713,0.49228549003601074,0,1,1
247,sample_000247,1,-0.290057897567749,0.49432894587516785,0.6866248250007629,1,1,1
248,sample_000248,1,-0.33979085087776184,0.5433903932571411,0.7074810266494751,1,1,1
249,sample_000249,1,0.32973819971084595,-0.0172814279794693,0.4141053855419159,0,1,1
250,sample_000250,1,0.1940096914768219,0.10771932452917099,0.4784407317638397,0,1,1
251,sample_000251,1,0.0722881630063057,0.18638309836387634,0.52849280834198,1,1,1
252,sample_000252,1,-0.23834675550460815,0.45330461859703064,0.6663342118263245,1,1,1
253,sample_000253,1,-0.4514707922935486,0.6416346430778503,0.7489659786224365,1,1,1
254,sample_000254,1,-0.1554221510887146,0.37559983134269714,0.629721462726593,1,1,1
255,sample_000255,1,0.5013211965560913,-0.16258685290813446,0.33986231684684753,0,0,0
256,sample_000256,1,-0.4620222747325897,0.6439631581306458,0.7513799071311951,1,1,1
257,sample_000257,1,0.25388994812965393,0.05087798088788986,0.44942060112953186,0,1,1
258,sample_000258,1,-0.19103488326072693,0.4154840111732483,0.6471462845802307,1,1,1
259,sample_000259,1,-0.3407898247241974,0.5366091132164001,0.7062829732894897,1,1,1
260,sample_000260,1,0.2502910792827606,0.04823324829339981,0.44965672492980957,0,1,1
261,sample_000261,1,-0.053258661180734634,0.3092666268348694,0.5896516442298889,1,1,1
262,sample_000262,1,0.22039517760276794,0.06104525551199913,0.46024662256240845,0,1,1
263,sample_000263,1,-0.053754910826683044,0.3061816692352295,0.58902508020401,1,1,1
264,sample_000264,1,-0.44448205828666687,0.6344003677368164,0.7462824583053589,1,1,1
265,sample_000265,1,0.5131881237030029,-0.1791706532239914,0.33350855112075806,0,0,0
266,sample_000266,1,0.2310337871313095,0.0737147331237793,0.46075111627578735,0,1,1
267,sample_000267,1,0.02404974214732647,0.24431627988815308,0.5548450350761414,1,1,1
268,sample_000268,1,0.020471667870879173,0.22582556307315826,0.5511588454246521,1,1,1
269,sample_000269,1,0.41881537437438965,-0.09751959145069122,0.37370961904525757,0,1,1
270,sample_000270,1,-0.4470987021923065,0.6357024312019348,0.7470237016677856,1,1,1
271,sample_000271,1,0.0031585379038006067,0.251268208026886,0.5617111921310425,1,1,1
272,sample_000272,1,-0.32947030663490295,0.5326545834541321,0.7031044363975525,1,1,1
273,sample_000273,1,0.14520999789237976,0.12533344328403473,0.4950309991836548,0,1,1
274,sample_000274,1,-0.29927846789360046,0.5012807846069336,0.6900941133499146,1,1,1
275,sample_000275,1,0.15269345045089722,0.12982985377311707,0.49428436160087585,0,1,1
276,sample_000276,1,0.2898869514465332,0.0018350030295550823,0.4284808039665222,0,1,1
277,sample_000277,1,-0.1283312439918518,0.3545115292072296,0.6184189319610596,1,1,1
278,sample_000278,1,0.4442848563194275,-0.13277749717235565,0.35960879921913147,0,1,1
279,sample_000279,1,-0.09752750396728516,0.3342288136482239,0.6062929630279541,1,1,1
280,sample_000280,1,-0.4916398227214813,0.6790808439254761,0.7632752656936646,1,1,1
281,sample_000281,1,-0.26328036189079285,0.4765097200870514,0.6769499182701111,1,1,1
282,sample_000282,1,-0.23873618245124817,0.4563963711261749,0.6671077013015747,1,1,1
283,sample_000283,1,-0.19045785069465637,0.4020130932331085,0.6439319252967834,1,1,1
284,sample_000284,1,0.28540438413619995,0.035854704678058624,0.43793433904647827,0,1,1
285,sample_000285,1,0.5990186929702759,-0.2555759847164154,0.2984699010848999,0,0,0
286,sample_000286,1,0.281915545463562,0.01595257595181465,0.4338984489440918,0,1,1
287,sample_000287,1,-0.4910826086997986,0.6754515171051025,0.7625179886817932,1,1,1
288,sample_000288,1,0.4183921813964844,-0.10325412452220917,0.3724673390388489,0,1,1
289,sample_000289,1,-0.19719216227531433,0.4264056980609894,0.6510363817214966,1,1,1
290,sample_000290,1,-0.41199055314064026,0.6104938387870789,0.7354562282562256,1,1,1
291,sample_000291,1,-0.13923585414886475,0.3675205409526825,0.6240457892417908,1,1,1
292,sample_000292,1,0.09440010040998459,0.18789233267307281,0.523356020450592,1,1,1
293,sample_000293,1,0.6319915652275085,-0.278548002243042,0.2868894338607788,0,0,0
294,sample_000294,1,0.347425639629364,-0.024962043389678,0.40796419978141785,0,1,1
295,sample_000295,1,-0.0002817055210471153,0.2646792232990265,0.5658553838729858,1,1,1
296,sample_000296,1,0.47250989079475403,-0.14214375615119934,0.3509983420372009,0,0,0
297,sample_000297,1,0.29068103432655334,0.015471132472157478,0.4316285252571106,0,1,1
298,sample_000298,1,0.17689815163612366,0.11906736344099045,0.4855463206768036,0,1,1
299,sample_000299,1,0.45431065559387207,-0.1309148073196411,0.3577311038970947,0,1,0
300,sample_000300,1,0.09308493882417679,0.183208167552948,0.5225155353546143,1,1,1
301,sample_000301,1,-0.11597894877195358,0.35619020462036133,0.6158970594406128,1,1,1
302,sample_000302,1,0.46083202958106995,-0.1364550143480301,0.35496461391448975,0,0,0
303,sample_000303,1,-0.17833799123764038,0.3965223431587219,0.6398839354515076,1,1,1
304,sample_000304,1,-0.010175079107284546,0.2691974937915802,0.5693924427032471,1,1,1
305,sample_000305,1,0.38432571291923523,-0.061507128179073334,0.3903520405292511,0,1,1
306,sample_000306,1,-0.07599818706512451,0.306420236825943,0.5944562554359436,1,1,1
307,sample_000307,1,0.014832321554422379,0.23883788287639618,0.5557683706283569,1,1,1
308,sample_000308,1,-0.12361539900302887,0.3487831950187683,0.6159513592720032,1,1,1
309,sample_000309,1,-0.27403825521469116,0.49551308155059814,0.6834238171577454,1,1,1
310,sample_000310,1,-0.263873428106308,0.4727340042591095,0.6762535572052002,1,1,1
311,sample_000311,1,0.16720956563949585,0.11373676359653473,0.4866349995136261,0,1,1
312,sample_000312,1,0.007498628925532103,0.2545124590396881,0.5614413619041443,1,1,1
313,sample_000313,1,0.27602195739746094,0.033813074231147766,0.4397420585155487,0,1,1
314,sample_000314,1,-0.14644400775432587,0.38967880606651306,0.6309100389480591,1,1,1
315,sample_000315,1,-0.34272998571395874,0.5418601632118225,0.7077725529670715,1,1,1
316,sample_000316,1,-0.37789884209632874,0.5665015578269958,0.719987690448761,1,1,1
317,sample_000317,1,-0.37182292342185974,0.5626693964004517,0.7179858088493347,1,1,1
