sample_index,sample_path,target,prob_1,argmax_prediction,threshold_prediction
86,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00335.png,0,0.5582735538482666,1,1
87,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00336.png,0,0.5922937989234924,1,1
88,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00340.png,0,0.566565752029419,1,1
89,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00349.png,0,0.6013587713241577,1,1
90,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00353.png,0,0.4735909700393677,0,0
91,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00354.png,0,0.5905640721321106,1,1
92,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00358.png,0,0.5232362151145935,1,1
93,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00360.png,0,0.4660113453865051,0,0
94,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00365.png,0,0.5835950970649719,1,1
95,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00366.png,0,0.5534348487854004,1,1
96,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00378.png,0,0.4580836892127991,0,0
97,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00382.png,0,0.5748167037963867,1,1
98,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00383.png,0,0.49115920066833496,0,0
99,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00388.png,0,0.6519885063171387,1,1
100,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00392.png,0,0.44323697686195374,0,0
101,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00395.png,0,0.5211964845657349,1,1
102,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00403.png,0,0.45912620425224304,0,0
103,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00406.png,0,0.6246790885925293,1,1
104,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00409.png,0,0.5018845200538635,1,1
105,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00411.png,0,0.545495867729187,1,1
106,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00416.png,0,0.5379826426506042,1,1
107,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00417.png,0,0.6666232347488403,1,1
108,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00420.png,0,0.5249509811401367,1,1
109,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00424.png,0,0.5769911408424377,1,1
110,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00429.png,0,0.4441297948360443,0,0
111,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00433.png,0,0.6007153391838074,1,1
112,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00437.png,0,0.48310142755508423,0,0
113,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00438.png,0,0.5004907846450806,1,0
114,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00454.png,0,0.6448420286178589,1,1
115,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00455.png,0,0.6001935601234436,1,1
116,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00456.png,0,0.5833865404129028,1,1
117,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00459.png,0,0.6762970685958862,1,1
118,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00463.png,0,0.6104559302330017,1,1
119,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00471.png,0,0.45108935236930847,0,0
120,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00476.png,0,0.5967968702316284,1,1
121,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00478.png,0,0.6174404621124268,1,1
122,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00479.png,0,0.5845075845718384,1,1
123,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00483.png,0,0.4721197187900543,0,0
124,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00484.png,0,0.5833558440208435,1,1
125,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00490.png,0,0.5652351379394531,1,1
126,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00491.png,0,0.5130082964897156,1,1
127,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00496.png,0,0.5038785934448242,1,1
128,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00498.png,0,0.5659212470054626,1,1
129,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00500.png,0,0.5339654088020325,1,1
130,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00502.png,0,0.5704880356788635,1,1
131,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00505.png,0,0.6238396763801575,1,1
132,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00509.png,0,0.6545828580856323,1,1
133,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00519.png,0,0.5005258321762085,1,0
134,/data/wyb/pneumoniamnist_imagefolder_subset/val/0/00522.png,0,0.6024611592292786,1,1
135,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00000.png,1,0.6155378818511963,1,1
136,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00001.png,1,0.6233636140823364,1,1
137,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00002.png,1,0.6342670917510986,1,1
138,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00004.png,1,0.6057191491127014,1,1
139,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00005.png,1,0.6804823875427246,1,1
140,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00006.png,1,0.46645116806030273,0,0
141,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00008.png,1,0.5942299962043762,1,1
142,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00009.png,1,0.44356364011764526,0,0
143,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00010.png,1,0.4858422875404358,0,0
144,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00012.png,1,0.6001160144805908,1,1
145,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00013.png,1,0.6335790157318115,1,1
146,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00015.png,1,0.5673976540565491,1,1
147,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00016.png,1,0.5791719555854797,1,1
148,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00017.png,1,0.5877591967582703,1,1
149,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00018.png,1,0.5613178014755249,1,1
150,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00019.png,1,0.6283844113349915,1,1
151,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00020.png,1,0.4577217698097229,0,0
152,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00021.png,1,0.555847704410553,1,1
153,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00023.png,1,0.572498619556427,1,1
154,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00024.png,1,0.6712427735328674,1,1
155,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00025.png,1,0.7093935012817383,1,1
156,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00026.png,1,0.6912566423416138,1,1
157,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00027.png,1,0.5748383402824402,1,1
158,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00029.png,1,0.5528059005737305,1,1
159,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00032.png,1,0.5848708152770996,1,1
160,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00034.png,1,0.44164466857910156,0,0
161,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00036.png,1,0.4901089668273926,0,0
162,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00039.png,1,0.6435235142707825,1,1
163,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00041.png,1,0.669914960861206,1,1
164,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00042.png,1,0.6307315230369568,1,1
165,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00043.png,1,0.6139072775840759,1,1
166,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00044.png,1,0.5478797554969788,1,1
167,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00047.png,1,0.6503226161003113,1,1
168,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00048.png,1,0.610360324382782,1,1
169,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00050.png,1,0.5057178139686584,1,1
170,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00051.png,1,0.5845957398414612,1,1
171,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00053.png,1,0.5014974474906921,1,1
172,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00054.png,1,0.6448795199394226,1,1
173,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00056.png,1,0.6519099473953247,1,1
174,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00057.png,1,0.6148266792297363,1,1
175,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00058.png,1,0.6253804564476013,1,1
176,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00059.png,1,0.5938439965248108,1,1
177,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00060.png,1,0.5920310020446777,1,1
178,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00061.png,1,0.6175854802131653,1,1
179,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00062.png,1,0.5612483024597168,1,1
180,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00063.png,1,0.5533180236816406,1,1
181,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00064.png,1,0.6252017021179199,1,1
182,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00065.png,1,0.39925381541252136,0,0
183,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00066.png,1,0.6930983662605286,1,1
184,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00067.png,1,0.5977208614349365,1,1
185,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00068.png,1,0.5505099296569824,1,1
186,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00070.png,1,0.5496243834495544,1,1
187,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00071.png,1,0.6091147065162659,1,1
188,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00073.png,1,0.6890257596969604,1,1
189,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00075.png,1,0.7050386667251587,1,1
190,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00076.png,1,0.6700595617294312,1,1
191,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00077.png,1,0.6205828189849854,1,1
192,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00078.png,1,0.548876166343689,1,1
193,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00079.png,1,0.5385581254959106,1,1
194,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00080.png,1,0.6080286502838135,1,1
195,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00082.png,1,0.5832000374794006,1,1
196,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00084.png,1,0.48519036173820496,0,0
197,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00085.png,1,0.571027934551239,1,1
198,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00086.png,1,0.6098464131355286,1,1
199,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00087.png,1,0.5777713656425476,1,1
200,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00088.png,1,0.5944550633430481,1,1
201,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00089.png,1,0.5094830393791199,1,1
202,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00091.png,1,0.6238764524459839,1,1
203,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00092.png,1,0.5513101816177368,1,1
204,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00094.png,1,0.6061276793479919,1,1
205,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00095.png,1,0.6164131760597229,1,1
206,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00096.png,1,0.6319548487663269,1,1
207,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00097.png,1,0.6221725940704346,1,1
208,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00098.png,1,0.5684945583343506,1,1
209,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00099.png,1,0.5168680548667908,1,1
210,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00100.png,1,0.6094657778739929,1,1
211,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00101.png,1,0.6356951594352722,1,1
212,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00102.png,1,0.6252310872077942,1,1
213,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00103.png,1,0.6061172485351562,1,1
214,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00104.png,1,0.5455808043479919,1,1
215,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00105.png,1,0.6389033198356628,1,1
216,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00107.png,1,0.635400116443634,1,1
217,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00108.png,1,0.4710458815097809,0,0
218,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00109.png,1,0.6752932667732239,1,1
219,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00110.png,1,0.6085774302482605,1,1
220,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00111.png,1,0.5573890805244446,1,1
221,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00112.png,1,0.5897029638290405,1,1
222,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00113.png,1,0.5961006283760071,1,1
223,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00115.png,1,0.5283345580101013,1,1
224,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00116.png,1,0.5580092072486877,1,1
225,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00117.png,1,0.6210061311721802,1,1
226,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00119.png,1,0.5766565203666687,1,1
227,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00120.png,1,0.601610004901886,1,1
228,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00121.png,1,0.5580866932868958,1,1
229,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00122.png,1,0.6347042322158813,1,1
230,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00123.png,1,0.6054322123527527,1,1
231,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00125.png,1,0.678154706954956,1,1
232,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00126.png,1,0.5795847177505493,1,1
233,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00127.png,1,0.6366296410560608,1,1
234,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00128.png,1,0.6726164221763611,1,1
235,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00129.png,1,0.6385929584503174,1,1
236,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00133.png,1,0.6416667103767395,1,1
237,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00134.png,1,0.5764951109886169,1,1
238,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00136.png,1,0.6456828117370605,1,1
239,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00137.png,1,0.6245481967926025,1,1
240,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00138.png,1,0.6556451320648193,1,1
241,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00139.png,1,0.6605606079101562,1,1
242,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00140.png,1,0.5890627503395081,1,1
243,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00141.png,1,0.65434730052948,1,1
244,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00142.png,1,0.6026151180267334,1,1
245,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00143.png,1,0.515632152557373,1,1
246,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00144.png,1,0.5407572984695435,1,1
247,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00145.png,1,0.6065046191215515,1,1
248,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00146.png,1,0.5572900772094727,1,1
249,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00148.png,1,0.5966745018959045,1,1
250,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00149.png,1,0.5768752098083496,1,1
251,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00150.png,1,0.54715895652771,1,1
252,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00152.png,1,0.5978676676750183,1,1
253,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00153.png,1,0.5452587008476257,1,1
254,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00154.png,1,0.484340637922287,0,0
255,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00156.png,1,0.6493624448776245,1,1
256,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00158.png,1,0.6282411217689514,1,1
257,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00160.png,1,0.6745677590370178,1,1
258,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00161.png,1,0.5013937950134277,1,1
259,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00162.png,1,0.6992072463035583,1,1
260,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00163.png,1,0.5584205389022827,1,1
261,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00165.png,1,0.5457895398139954,1,1
262,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00166.png,1,0.672213077545166,1,1
263,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00167.png,1,0.5790999531745911,1,1
264,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00169.png,1,0.5259013772010803,1,1
265,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00170.png,1,0.5415199995040894,1,1
266,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00172.png,1,0.5010847449302673,1,1
267,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00175.png,1,0.5864552855491638,1,1
268,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00176.png,1,0.6052743792533875,1,1
269,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00178.png,1,0.481926292181015,0,0
270,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00179.png,1,0.5959242582321167,1,1
271,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00180.png,1,0.5788626670837402,1,1
272,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00181.png,1,0.5422754883766174,1,1
